频率(Hz),功率谱密度
7.028074723595774564e+00,5.340481948852539062e+01
7.163230006741846623e+00,5.911954498291015625e+01
7.298385289887919569e+00,5.569132995605468750e+01
7.433540573033992516e+00,5.009804153442382812e+01
7.568695856180064574e+00,5.453255462646484375e+01
7.703851139326137520e+00,5.745548248291015625e+01
7.839006422472209579e+00,5.726081466674804688e+01
7.974161705618282525e+00,5.292541885375976562e+01
8.109316988764355472e+00,4.775736618041992188e+01
8.244472271910428418e+00,5.163390731811523438e+01
8.379627555056499588e+00,4.850292968750000000e+01
8.514782838202572535e+00,4.737275314331054688e+01
8.649938121348645481e+00,4.468338012695312500e+01
8.785093404494718428e+00,5.209129714965820312e+01
8.920248687640791374e+00,4.997978973388671875e+01
9.055403970786862544e+00,4.675936508178710938e+01
9.190559253932935491e+00,5.202206039428710938e+01
9.325714537079008437e+00,4.889281845092773438e+01
9.460869820225081384e+00,4.880782699584960938e+01
9.596025103371154330e+00,5.203253173828125000e+01
9.731180386517225500e+00,5.171439743041992188e+01
9.866335669663298447e+00,5.217202758789062500e+01
1.000149095280937139e+01,4.512725448608398438e+01
1.013664623595544434e+01,4.107344436645507812e+01
1.027180151910151729e+01,4.656359100341796875e+01
1.040695680224758846e+01,4.768305587768554688e+01
1.054211208539366140e+01,4.576157760620117188e+01
1.067726736853973435e+01,4.865545654296875000e+01
1.081242265168580730e+01,4.571308135986328125e+01
1.094757793483188024e+01,4.826887893676757812e+01
1.108273321797795141e+01,4.784605789184570312e+01
1.121788850112402436e+01,4.803448104858398438e+01
1.135304378427009731e+01,5.463974761962890625e+01
1.148819906741617025e+01,5.140576171875000000e+01
1.162335435056224320e+01,4.174635696411132812e+01
1.175850963370831437e+01,4.308322525024414062e+01
1.189366491685438731e+01,4.907657241821289062e+01
1.202882020000046026e+01,5.317315673828125000e+01
1.216397548314653321e+01,5.252522277832031250e+01
1.229913076629260615e+01,4.947438430786132812e+01
1.243428604943867732e+01,5.222496795654296875e+01
1.256944133258475027e+01,4.568146133422851562e+01
1.270459661573082322e+01,3.952460098266601562e+01
1.283975189887689616e+01,4.194637298583984375e+01
1.297490718202296733e+01,4.905462646484375000e+01
1.311006246516904028e+01,4.535630798339843750e+01
1.324521774831511323e+01,4.114075469970703125e+01
1.338037303146118617e+01,4.611642456054687500e+01
1.351552831460725912e+01,4.556883239746093750e+01
1.365068359775333029e+01,5.251540374755859375e+01
1.378583888089940324e+01,4.969472885131835938e+01
1.392099416404547618e+01,4.382137680053710938e+01
1.405614944719154913e+01,4.521343612670898438e+01
1.419130473033762208e+01,4.915009689331054688e+01
1.432646001348369325e+01,4.505262374877929688e+01
1.446161529662976619e+01,4.129828262329101562e+01
1.459677057977583914e+01,4.038890075683593750e+01
1.473192586292191208e+01,4.385837173461914062e+01
1.486708114606798503e+01,4.469981765747070312e+01
1.500223642921405620e+01,4.565300750732421875e+01
1.513739171236012915e+01,3.879700469970703125e+01
1.527254699550620209e+01,4.219034576416015625e+01
1.540770227865227504e+01,4.392025375366210938e+01
1.554285756179834799e+01,4.486470413208007812e+01
1.567801284494441916e+01,4.616997528076171875e+01
1.581316812809049210e+01,4.146743011474609375e+01
1.594832341123656505e+01,4.675445175170898438e+01
1.608347869438263800e+01,4.613569641113281250e+01
1.621863397752871094e+01,4.068923568725585938e+01
1.635378926067478389e+01,3.786655426025390625e+01
1.648894454382085684e+01,3.819372940063476562e+01
1.662409982696692978e+01,4.102714538574218750e+01
1.675925511011299918e+01,4.088153839111328125e+01
1.689441039325907212e+01,4.142647933959960938e+01
1.702956567640514507e+01,3.740022659301757812e+01
1.716472095955121802e+01,3.491308593750000000e+01
1.729987624269729096e+01,4.081561279296875000e+01
1.743503152584336391e+01,3.715245437622070312e+01
1.757018680898943686e+01,3.149511718750000000e+01
1.770534209213550980e+01,3.808412170410156250e+01
1.784049737528158275e+01,3.896683502197265625e+01
1.797565265842765214e+01,3.803157806396484375e+01
1.811080794157372509e+01,3.231225967407226562e+01
1.824596322471979803e+01,3.757004165649414062e+01
1.838111850786587098e+01,3.817900848388671875e+01
1.851627379101194393e+01,3.301519012451171875e+01
1.865142907415801687e+01,3.493007659912109375e+01
1.878658435730408982e+01,3.617953491210937500e+01
1.892173964045016277e+01,3.353900909423828125e+01
1.905689492359623571e+01,3.423808288574218750e+01
1.919205020674230866e+01,3.506606674194335938e+01
1.932720548988837805e+01,3.230603408813476562e+01
1.946236077303445100e+01,3.788107681274414062e+01
1.959751605618052395e+01,4.114483261108398438e+01
1.973267133932659689e+01,3.382445907592773438e+01
1.986782662247266984e+01,3.384173202514648438e+01
2.000298190561874279e+01,3.391469192504882812e+01
2.013813718876481573e+01,3.282075500488281250e+01
2.027329247191088868e+01,3.669890594482421875e+01
2.040844775505696163e+01,3.493145751953125000e+01
2.054360303820303457e+01,3.212538146972656250e+01
2.067875832134910397e+01,3.489978408813476562e+01
2.081391360449517691e+01,3.582929611206054688e+01
2.094906888764124986e+01,3.461157608032226562e+01
2.108422417078732281e+01,3.403678894042968750e+01
2.121937945393339575e+01,3.051588249206542969e+01
2.135453473707946870e+01,3.113592147827148438e+01
2.148969002022554164e+01,3.140640830993652344e+01
2.162484530337161459e+01,3.052760124206542969e+01
2.176000058651768754e+01,2.943791770935058594e+01
2.189515586966376048e+01,3.034382057189941406e+01
2.203031115280982988e+01,2.856357002258300781e+01
2.216546643595590282e+01,3.044894981384277344e+01
2.230062171910197577e+01,2.995721626281738281e+01
2.243577700224804872e+01,2.891057205200195312e+01
2.257093228539412166e+01,3.094614410400390625e+01
2.270608756854019461e+01,2.967232704162597656e+01
2.284124285168626756e+01,2.764849662780761719e+01
2.297639813483234050e+01,2.741126441955566406e+01
2.311155341797841345e+01,2.920900154113769531e+01
2.324670870112448640e+01,2.711557197570800781e+01
2.338186398427055579e+01,2.892299842834472656e+01
2.351701926741662874e+01,3.128806686401367188e+01
2.365217455056270168e+01,2.907291793823242188e+01
2.378732983370877463e+01,2.757309532165527344e+01
2.392248511685484758e+01,2.708532524108886719e+01
2.405764040000092052e+01,2.827680397033691406e+01
2.419279568314699347e+01,2.756505775451660156e+01
2.432795096629306641e+01,2.711812019348144531e+01
2.446310624943913936e+01,2.667083740234375000e+01
2.459826153258521231e+01,2.501058578491210938e+01
2.473341681573128170e+01,2.906196403503417969e+01
2.486857209887735465e+01,2.958878135681152344e+01
2.500372738202342759e+01,2.347725105285644531e+01
2.513888266516950054e+01,2.653853797912597656e+01
2.527403794831557349e+01,2.520842361450195312e+01
2.540919323146164643e+01,2.363388633728027344e+01
2.554434851460771938e+01,2.835711860656738281e+01
2.567950379775379233e+01,2.534984970092773438e+01
2.581465908089986527e+01,2.291930961608886719e+01
2.594981436404593467e+01,2.174117851257324219e+01
2.608496964719200761e+01,2.369051551818847656e+01
2.622012493033808056e+01,2.548584938049316406e+01
2.635528021348415351e+01,2.545864868164062500e+01
2.649043549663022645e+01,2.577333068847656250e+01
2.662559077977629940e+01,2.520090675354003906e+01
