频率(Hz),功率谱密度
8.152775090844883721e+00,7.640240478515625000e+01
8.306601035955164747e+00,7.007342529296875000e+01
8.460426981065445773e+00,7.758449554443359375e+01
8.614252926175726799e+00,6.855458831787109375e+01
8.768078871286007825e+00,6.500690460205078125e+01
8.921904816396288851e+00,6.648887634277343750e+01
9.075730761506569877e+00,6.559140014648437500e+01
9.229556706616849127e+00,5.362725448608398438e+01
9.383382651727130153e+00,5.685721969604492188e+01
9.537208596837411179e+00,5.850936889648437500e+01
9.691034541947692205e+00,5.670709991455078125e+01
9.844860487057973231e+00,5.651469039916992188e+01
9.998686432168254257e+00,6.100302886962890625e+01
1.015251237727853528e+01,5.475142288208007812e+01
1.030633832238881631e+01,5.694354248046875000e+01
1.046016426749909733e+01,6.123790740966796875e+01
1.061399021260937658e+01,6.096492767333984375e+01
1.076781615771965761e+01,5.601798248291015625e+01
1.092164210282993864e+01,7.546754455566406250e+01
1.107546804794021966e+01,7.295015716552734375e+01
1.122929399305050069e+01,5.645039749145507812e+01
1.138311993816078171e+01,5.041174316406250000e+01
1.153694588327106274e+01,5.452401351928710938e+01
1.169077182838134377e+01,4.764209365844726562e+01
1.184459777349162479e+01,5.133313369750976562e+01
1.199842371860190404e+01,5.557917022705078125e+01
1.215224966371218507e+01,5.163490295410156250e+01
1.230607560882246609e+01,5.306637954711914062e+01
1.245990155393274712e+01,5.394840621948242188e+01
1.261372749904302815e+01,4.674256134033203125e+01
1.276755344415330917e+01,4.825255584716796875e+01
1.292137938926359020e+01,4.424797821044921875e+01
1.307520533437387122e+01,3.967432785034179688e+01
1.322903127948415225e+01,3.953851318359375000e+01
1.338285722459443150e+01,3.649691772460937500e+01
1.353668316970471253e+01,3.422951507568359375e+01
1.369050911481499355e+01,4.148135757446289062e+01
1.384433505992527458e+01,4.491910552978515625e+01
1.399816100503555560e+01,4.579687118530273438e+01
1.415198695014583663e+01,3.885261917114257812e+01
1.430581289525611766e+01,3.212958145141601562e+01
1.445963884036639868e+01,3.760340118408203125e+01
1.461346478547667971e+01,3.454698181152343750e+01
1.476729073058696073e+01,3.076331329345703125e+01
1.492111667569723998e+01,2.859104728698730469e+01
1.507494262080752101e+01,3.293152618408203125e+01
1.522876856591780204e+01,3.675447845458984375e+01
1.538259451102808306e+01,3.102422332763671875e+01
1.553642045613836409e+01,3.365983963012695312e+01
1.569024640124864511e+01,3.656838989257812500e+01
1.584407234635892614e+01,3.555202102661132812e+01
1.599789829146920717e+01,3.227588272094726562e+01
1.615172423657948642e+01,3.099817276000976562e+01
1.630555018168976744e+01,3.051641845703125000e+01
1.645937612680004847e+01,3.410414505004882812e+01
1.661320207191032949e+01,3.220382308959960938e+01
1.676702801702061052e+01,3.337750244140625000e+01
1.692085396213089155e+01,3.212023925781250000e+01
1.707467990724117257e+01,3.062593460083007812e+01
1.722850585235145360e+01,2.857901763916015625e+01
1.738233179746173462e+01,2.587207794189453125e+01
1.753615774257201565e+01,2.650168991088867188e+01
1.768998368768229668e+01,2.516793823242187500e+01
1.784380963279257770e+01,2.304679489135742188e+01
1.799763557790285873e+01,2.128872489929199219e+01
1.815146152301313975e+01,2.084347152709960938e+01
1.830528746812341723e+01,2.104873085021972656e+01
1.845911341323369825e+01,1.820743560791015625e+01
1.861293935834397928e+01,2.088778877258300781e+01
1.876676530345426031e+01,2.234178352355957031e+01
1.892059124856454133e+01,2.299186706542968750e+01
1.907441719367482236e+01,2.186085510253906250e+01
1.922824313878510338e+01,1.865196228027343750e+01
1.938206908389538441e+01,1.583287525177001953e+01
1.953589502900566544e+01,1.703805732727050781e+01
1.968972097411594646e+01,1.873989295959472656e+01
1.984354691922622749e+01,1.752550506591796875e+01
1.999737286433650851e+01,1.631466293334960938e+01
2.015119880944678954e+01,1.573168373107910156e+01
