频率(Hz),功率谱密度
0.000000000000000000e+00,4.273642730712890625e+01
1.259023470807092149e-01,1.869520263671875000e+02
2.518046941614184298e-01,1.625263366699218750e+02
3.777070412421276169e-01,1.591660766601562500e+02
5.036093883228368595e-01,1.680681304931640625e+02
6.295117354035461021e-01,1.652130126953125000e+02
7.554140824842552338e-01,1.631761474609375000e+02
8.813164295649644764e-01,1.538650054931640625e+02
1.007218776645673719e+00,1.447824401855468750e+02
1.133121123726382962e+00,1.491605987548828125e+02
1.259023470807092204e+00,1.628320465087890625e+02
1.384925817887801447e+00,1.517801055908203125e+02
1.510828164968510468e+00,1.562084503173828125e+02
1.636730512049219710e+00,1.649980163574218750e+02
1.762632859129928953e+00,1.590571594238281250e+02
1.888535206210638195e+00,1.707566375732421875e+02
2.014437553291347438e+00,1.674368286132812500e+02
2.140339900372056459e+00,1.565366668701171875e+02
2.266242247452765923e+00,1.716722259521484375e+02
2.392144594533474944e+00,1.643797149658203125e+02
2.518046941614184409e+00,1.587987976074218750e+02
2.643949288694893429e+00,1.720814819335937500e+02
2.769851635775602894e+00,1.897978210449218750e+02
2.895753982856311914e+00,1.812734985351562500e+02
3.021656329937020935e+00,1.634078369140625000e+02
3.147558677017730400e+00,1.523525390625000000e+02
3.273461024098439420e+00,1.602979278564453125e+02
3.399363371179148885e+00,1.524147949218750000e+02
3.525265718259857906e+00,1.551441040039062500e+02
3.651168065340567370e+00,1.578593139648437500e+02
3.777070412421276391e+00,1.460531463623046875e+02
3.902972759501985855e+00,1.585132904052734375e+02
4.028875106582694876e+00,1.601247711181640625e+02
4.154777453663403897e+00,1.576803588867187500e+02
4.280679800744112917e+00,1.575404510498046875e+02
4.406582147824822826e+00,1.584501953125000000e+02
4.532484494905531847e+00,1.513927001953125000e+02
4.658386841986240867e+00,1.497891235351562500e+02
4.784289189066949888e+00,1.598822326660156250e+02
4.910191536147659797e+00,1.646671142578125000e+02
5.036093883228368817e+00,1.463787536621093750e+02
5.161996230309077838e+00,1.353038330078125000e+02
5.287898577389786858e+00,1.290627136230468750e+02
5.413800924470495879e+00,1.289067840576171875e+02
5.539703271551205788e+00,1.525404510498046875e+02
5.665605618631914808e+00,1.504776458740234375e+02
5.791507965712623829e+00,1.466169128417968750e+02
5.917410312793332849e+00,1.565112152099609375e+02
6.043312659874041870e+00,1.458565826416015625e+02
6.169215006954751779e+00,1.330679473876953125e+02
6.295117354035460799e+00,1.322821350097656250e+02
6.421019701116169820e+00,1.319706115722656250e+02
6.546922048196878841e+00,1.396244201660156250e+02
6.672824395277588749e+00,1.418702087402343750e+02
6.798726742358297770e+00,1.444039306640625000e+02
6.924629089439006790e+00,1.374718017578125000e+02
7.050531436519715811e+00,1.329834136962890625e+02
7.176433783600424832e+00,1.319049682617187500e+02
7.302336130681134740e+00,1.433354949951171875e+02
7.428238477761843761e+00,1.440730590820312500e+02
7.554140824842552782e+00,1.461388397216796875e+02
7.680043171923261802e+00,1.405474700927734375e+02
7.805945519003971711e+00,1.391131134033203125e+02
7.931847866084680732e+00,1.348027648925781250e+02
8.057750213165389752e+00,1.433230590820312500e+02
8.183652560246098773e+00,1.465580749511718750e+02
8.309554907326807793e+00,1.351255187988281250e+02
8.435457254407516814e+00,1.322756500244140625e+02
8.561359601488225834e+00,1.525684509277343750e+02
8.687261948568936631e+00,1.553481292724609375e+02
8.813164295649645652e+00,1.319194946289062500e+02
8.939066642730354673e+00,1.202139205932617188e+02
9.064968989811063693e+00,1.189731063842773438e+02
9.190871336891772714e+00,1.279902038574218750e+02
9.316773683972481734e+00,1.348882751464843750e+02
9.442676031053190755e+00,1.268619079589843750e+02
9.568578378133899776e+00,1.163285064697265625e+02
9.694480725214608796e+00,1.214680328369140625e+02
9.820383072295319593e+00,1.247674331665039062e+02
9.946285419376028614e+00,1.283272247314453125e+02
1.007218776645673763e+01,1.267257766723632812e+02
1.019809011353744665e+01,1.164011001586914062e+02
1.032399246061815568e+01,1.164155731201171875e+02
1.044989480769886470e+01,1.119204711914062500e+02
1.057579715477957372e+01,1.196002044677734375e+02
1.070169950186028274e+01,1.408638000488281250e+02
1.082760184894099176e+01,1.289116668701171875e+02
1.095350419602170255e+01,1.272634277343750000e+02
1.107940654310241158e+01,1.297690887451171875e+02
1.120530889018312060e+01,1.190252456665039062e+02
1.133121123726382962e+01,1.173907089233398438e+02
1.145711358434453864e+01,1.206917495727539062e+02
1.158301593142524766e+01,1.244841308593750000e+02
1.170891827850595668e+01,1.196403579711914062e+02
1.183482062558666570e+01,1.196815185546875000e+02
1.196072297266737472e+01,1.189395523071289062e+02
1.208662531974808374e+01,1.299703521728515625e+02
1.221252766682879454e+01,1.322201690673828125e+02
1.233843001390950356e+01,1.255910186767578125e+02
1.246433236099021258e+01,1.221001968383789062e+02
1.259023470807092160e+01,1.171823806762695312e+02
1.271613705515163062e+01,1.114513854980468750e+02
