频率(Hz),功率谱密度
1.378279695514736858e+01,1.008960189819335938e+02
1.394121990865480853e+01,9.649327087402343750e+01
1.409964286216225027e+01,1.047365036010742188e+02
1.425806581566969022e+01,1.046150741577148438e+02
1.441648876917713196e+01,1.036129226684570312e+02
1.457491172268457369e+01,1.093803863525390625e+02
1.473333467619201365e+01,1.070989456176757812e+02
1.489175762969945538e+01,1.123864364624023438e+02
1.505018058320689534e+01,1.104956436157226562e+02
1.520860353671433707e+01,9.967316436767578125e+01
1.536702649022177880e+01,9.969367980957031250e+01
1.552544944372921876e+01,1.007398452758789062e+02
1.568387239723666049e+01,9.811413574218750000e+01
1.584229535074410045e+01,9.594253540039062500e+01
1.600071830425154218e+01,1.006342239379882812e+02
1.615914125775898214e+01,1.005671691894531250e+02
1.631756421126642564e+01,1.030162429809570312e+02
1.647598716477386560e+01,1.085773468017578125e+02
1.663441011828130556e+01,1.030940170288085938e+02
1.679283307178874551e+01,9.273504638671875000e+01
1.695125602529618902e+01,9.355735015869140625e+01
1.710967897880362898e+01,9.607638549804687500e+01
1.726810193231106894e+01,9.100497436523437500e+01
1.742652488581851244e+01,8.973029327392578125e+01
1.758494783932595240e+01,8.824008178710937500e+01
1.774337079283339236e+01,9.118070220947265625e+01
1.790179374634083587e+01,9.956903839111328125e+01
1.806021669984827582e+01,9.885700988769531250e+01
1.821863965335571578e+01,9.433570861816406250e+01
1.837706260686315574e+01,9.398418426513671875e+01
1.853548556037059925e+01,9.264596557617187500e+01
1.869390851387803920e+01,9.270590972900390625e+01
1.885233146738547916e+01,9.165684509277343750e+01
1.901075442089292267e+01,9.800237274169921875e+01
1.916917737440036262e+01,9.428589630126953125e+01
1.932760032790780258e+01,8.731001281738281250e+01
1.948602328141524609e+01,8.990113830566406250e+01
1.964444623492268605e+01,9.218366241455078125e+01
1.980286918843012600e+01,8.672033691406250000e+01
1.996129214193756596e+01,8.341854858398437500e+01
2.011971509544500947e+01,8.587407684326171875e+01
2.027813804895244942e+01,8.284075164794921875e+01
2.043656100245988938e+01,8.105757904052734375e+01
2.059498395596733289e+01,8.570001983642578125e+01
2.075340690947477285e+01,8.386180877685546875e+01
2.091182986298221280e+01,8.498149871826171875e+01
2.107025281648965276e+01,8.659223175048828125e+01
2.122867576999709627e+01,8.602540588378906250e+01
2.138709872350453622e+01,7.891799163818359375e+01
2.154552167701197618e+01,7.954240417480468750e+01
2.170394463051941969e+01,8.662917327880859375e+01
2.186236758402685965e+01,8.397013092041015625e+01
2.202079053753429960e+01,8.133723449707031250e+01
2.217921349104174311e+01,8.273973846435546875e+01
2.233763644454918307e+01,8.308287048339843750e+01
2.249605939805662302e+01,8.299295806884765625e+01
2.265448235156406298e+01,8.023091888427734375e+01
2.281290530507150649e+01,7.560677337646484375e+01
2.297132825857894645e+01,8.233359527587890625e+01
2.312975121208638640e+01,7.698227691650390625e+01
2.328817416559382991e+01,7.255554199218750000e+01
2.344659711910126987e+01,7.530886077880859375e+01
2.360502007260870982e+01,7.563111114501953125e+01
2.376344302611615333e+01,7.941539001464843750e+01
2.392186597962359329e+01,7.613673400878906250e+01
2.408028893313103325e+01,7.343420410156250000e+01
2.423871188663847320e+01,7.265959930419921875e+01
2.439713484014591671e+01,7.720231628417968750e+01
2.455555779365335667e+01,7.804801940917968750e+01
2.471398074716079662e+01,8.182801055908203125e+01
2.487240370066824013e+01,7.940106964111328125e+01
2.503082665417568009e+01,7.443936920166015625e+01
2.518924960768312005e+01,7.615005493164062500e+01
2.534767256119056356e+01,7.731562042236328125e+01
2.550609551469800351e+01,7.691296386718750000e+01
2.566451846820544347e+01,7.888046264648437500e+01
2.582294142171288343e+01,6.959645080566406250e+01
2.598136437522032693e+01,6.821776580810546875e+01
2.613978732872776689e+01,7.450997924804687500e+01
2.629821028223520685e+01,7.439585876464843750e+01
2.645663323574265036e+01,7.783425903320312500e+01
2.661505618925009031e+01,7.096892547607421875e+01
2.677347914275753027e+01,6.891690826416015625e+01
2.693190209626497023e+01,7.043131256103515625e+01
2.709032504977241373e+01,7.423747253417968750e+01
2.724874800327985369e+01,7.379607391357421875e+01
2.740717095678729365e+01,6.725609588623046875e+01
2.756559391029473716e+01,6.344628906250000000e+01
2.772401686380217711e+01,6.268898010253906250e+01
2.788243981730961707e+01,6.592869567871093750e+01
2.804086277081706058e+01,6.859589385986328125e+01
2.819928572432450053e+01,7.122901153564453125e+01
2.835770867783194049e+01,6.949150085449218750e+01
2.851613163133938045e+01,6.671938323974609375e+01
2.867455458484682396e+01,6.249494171142578125e+01
2.883297753835426391e+01,6.215324401855468750e+01
2.899140049186170387e+01,6.097118759155273438e+01
2.914982344536914738e+01,6.153728866577148438e+01
2.930824639887658734e+01,5.953794479370117188e+01
2.946666935238402729e+01,6.645249938964843750e+01
2.962509230589147080e+01,6.523654174804687500e+01
2.978351525939891076e+01,6.397779846191406250e+01
2.994193821290635071e+01,6.493715667724609375e+01
3.010036116641379067e+01,6.397222518920898438e+01
3.025878411992123418e+01,6.454751586914062500e+01
3.041720707342867414e+01,5.739258193969726562e+01
3.057563002693611409e+01,5.870137405395507812e+01
3.073405298044355760e+01,6.013549423217773438e+01
3.089247593395099756e+01,5.894108200073242188e+01
3.105089888745843751e+01,5.437456512451171875e+01
3.120932184096587747e+01,5.347533798217773438e+01
3.136774479447332098e+01,5.834629440307617188e+01
3.152616774798076094e+01,6.074397277832031250e+01
3.168459070148820089e+01,5.665476989746093750e+01
3.184301365499564440e+01,5.412530517578125000e+01
3.200143660850308436e+01,5.564379501342773438e+01
3.215985956201052431e+01,6.131084442138671875e+01
3.231828251551796427e+01,5.796115112304687500e+01
3.247670546902540423e+01,5.813477325439453125e+01
3.263512842253285129e+01,5.953761291503906250e+01
3.279355137604029125e+01,5.712615585327148438e+01
3.295197432954773120e+01,5.487182235717773438e+01
3.311039728305517116e+01,5.625095748901367188e+01
3.326882023656261111e+01,5.519860076904296875e+01
3.342724319007005107e+01,5.598291015625000000e+01
3.358566614357749103e+01,5.827937698364257812e+01
3.374408909708493809e+01,5.816994476318359375e+01
3.390251205059237805e+01,5.448915481567382812e+01
3.406093500409981800e+01,5.604647827148437500e+01
3.421935795760725796e+01,5.734291458129882812e+01
3.437778091111469791e+01,5.645623016357421875e+01
3.453620386462213787e+01,5.735902786254882812e+01
3.469462681812958493e+01,5.472769546508789062e+01
3.485304977163702489e+01,5.412400054931640625e+01
3.501147272514446485e+01,5.039335250854492188e+01
3.516989567865190480e+01,4.951656723022460938e+01
