频率(Hz),功率谱密度
0.000000000000000000e+00,3.358738708496093750e+01
1.465253799349438002e-01,1.525022125244140625e+02
2.930507598698876004e-01,1.538671569824218750e+02
4.395761398048314006e-01,1.386382598876953125e+02
5.861015197397752008e-01,1.426608123779296875e+02
7.326268996747189455e-01,1.501930847167968750e+02
8.791522796096628012e-01,1.505684509277343750e+02
1.025677659544606657e+00,1.470453338623046875e+02
1.172203039479550402e+00,1.498817291259765625e+02
1.318728419414494146e+00,1.486509857177734375e+02
1.465253799349437891e+00,1.493768768310546875e+02
1.611779179284381858e+00,1.541644744873046875e+02
1.758304559219325602e+00,1.530436096191406250e+02
1.904829939154269347e+00,1.426846160888671875e+02
2.051355319089213314e+00,1.388529815673828125e+02
2.197880699024156836e+00,1.399505310058593750e+02
2.344406078959100803e+00,1.460828857421875000e+02
2.490931458894044770e+00,1.477908020019531250e+02
2.637456838828988293e+00,1.423316192626953125e+02
2.783982218763932259e+00,1.382612915039062500e+02
2.930507598698875782e+00,1.440415649414062500e+02
3.077032978633819749e+00,1.506526641845703125e+02
3.223558358568763715e+00,1.401180114746093750e+02
3.370083738503707238e+00,1.444467163085937500e+02
3.516609118438651205e+00,1.573064117431640625e+02
3.663134498373595171e+00,1.508490142822265625e+02
3.809659878308538694e+00,1.456008300781250000e+02
3.956185258243482661e+00,1.466994171142578125e+02
4.102710638178426628e+00,1.491729583740234375e+02
4.249236018113370150e+00,1.465765228271484375e+02
4.395761398048313673e+00,1.527070617675781250e+02
4.542286777983258084e+00,1.426528320312500000e+02
4.688812157918201606e+00,1.573801116943359375e+02
4.835337537853145129e+00,1.438587493896484375e+02
4.981862917788089540e+00,1.325437469482421875e+02
5.128388297723033062e+00,1.438436584472656250e+02
5.274913677657976585e+00,1.403108215332031250e+02
5.421439057592920996e+00,1.413089599609375000e+02
5.567964437527864519e+00,1.421662445068359375e+02
5.714489817462808041e+00,1.374679260253906250e+02
5.861015197397751564e+00,1.397109069824218750e+02
6.007540577332695975e+00,1.453647003173828125e+02
6.154065957267639497e+00,1.351527557373046875e+02
6.300591337202583020e+00,1.345262603759765625e+02
6.447116717137527431e+00,1.231514816284179688e+02
6.593642097072470953e+00,1.241460266113281250e+02
6.740167477007414476e+00,1.311251525878906250e+02
6.886692856942358887e+00,1.360404052734375000e+02
7.033218236877302409e+00,1.384864807128906250e+02
7.179743616812245932e+00,1.262077560424804688e+02
7.326268996747190343e+00,1.300654754638671875e+02
7.472794376682133866e+00,1.279497299194335938e+02
7.619319756617077388e+00,1.406621398925781250e+02
7.765845136552021799e+00,1.336438903808593750e+02
7.912370516486965322e+00,1.236163787841796875e+02
8.058895896421908844e+00,1.304589080810546875e+02
8.205421276356853255e+00,1.332977600097656250e+02
8.351946656291795890e+00,1.289762268066406250e+02
8.498472036226740300e+00,1.329876098632812500e+02
8.644997416161684711e+00,1.257560653686523438e+02
8.791522796096627346e+00,1.188886413574218750e+02
8.938048176031571757e+00,1.249985351562500000e+02
9.084573555966516167e+00,1.452457885742187500e+02
9.231098935901458802e+00,1.390690765380859375e+02
9.377624315836403213e+00,1.321601867675781250e+02
9.524149695771347623e+00,1.274053802490234375e+02
9.670675075706290258e+00,1.246285400390625000e+02
9.817200455641234669e+00,1.258750534057617188e+02
9.963725835576179080e+00,1.271290969848632812e+02
1.011025121551112171e+01,1.316831970214843750e+02
1.025677659544606612e+01,1.238166351318359375e+02
1.040330197538101054e+01,1.239037933349609375e+02
1.054982735531595317e+01,1.261394882202148438e+02
1.069635273525089758e+01,1.249620590209960938e+02
