频率(Hz),功率谱密度
2.270343476989894071e+01,6.331024932861328125e+01
2.284896960816752554e+01,6.119601821899414062e+01
2.299450444643610680e+01,6.118210220336914062e+01
2.314003928470469162e+01,6.310478591918945312e+01
2.328557412297327289e+01,6.587530517578125000e+01
2.343110896124185771e+01,6.136831283569335938e+01
2.357664379951043898e+01,6.531221771240234375e+01
2.372217863777902380e+01,6.014156341552734375e+01
2.386771347604760507e+01,6.007326507568359375e+01
2.401324831431618989e+01,6.160019302368164062e+01
2.415878315258477116e+01,5.703152084350585938e+01
2.430431799085335598e+01,5.329472351074218750e+01
2.444985282912193725e+01,5.416126251220703125e+01
2.459538766739052207e+01,5.790401840209960938e+01
2.474092250565910334e+01,5.761384963989257812e+01
2.488645734392768460e+01,5.553408813476562500e+01
2.503199218219626943e+01,5.194821929931640625e+01
2.517752702046485069e+01,5.654770660400390625e+01
2.532306185873343551e+01,5.404593276977539062e+01
2.546859669700201678e+01,5.239760971069335938e+01
2.561413153527060160e+01,5.456612396240234375e+01
2.575966637353918287e+01,5.694711303710937500e+01
2.590520121180776769e+01,5.954861831665039062e+01
2.605073605007634896e+01,5.445485687255859375e+01
2.619627088834493378e+01,5.266152954101562500e+01
2.634180572661351505e+01,4.932235336303710938e+01
2.648734056488209987e+01,5.181468200683593750e+01
2.663287540315068114e+01,5.731561279296875000e+01
2.677841024141926596e+01,5.418810653686523438e+01
2.692394507968784723e+01,5.362162399291992188e+01
2.706947991795643205e+01,5.268112564086914062e+01
2.721501475622501331e+01,5.076008605957031250e+01
2.736054959449359814e+01,5.409189605712890625e+01
2.750608443276217940e+01,5.191145706176757812e+01
2.765161927103076422e+01,4.605604171752929688e+01
2.779715410929934549e+01,4.635660171508789062e+01
2.794268894756793031e+01,4.807961654663085938e+01
2.808822378583651158e+01,4.658241271972656250e+01
2.823375862410509285e+01,4.681022644042968750e+01
2.837929346237367767e+01,5.439821243286132812e+01
2.852482830064225894e+01,5.923880386352539062e+01
2.867036313891084376e+01,5.227139663696289062e+01
2.881589797717942503e+01,5.013203430175781250e+01
2.896143281544800985e+01,4.802383804321289062e+01
2.910696765371659112e+01,4.821390151977539062e+01
2.925250249198517594e+01,5.084959411621093750e+01
2.939803733025375720e+01,4.963713073730468750e+01
2.954357216852234203e+01,5.110382843017578125e+01
2.968910700679092329e+01,4.694322586059570312e+01
2.983464184505950811e+01,4.445020675659179688e+01
2.998017668332808938e+01,4.693003845214843750e+01
3.012571152159667420e+01,4.523745727539062500e+01
3.027124635986525547e+01,4.589149856567382812e+01
3.041678119813384029e+01,4.511437606811523438e+01
3.056231603640242156e+01,4.175536346435546875e+01
3.070785087467100638e+01,4.432196044921875000e+01
3.085338571293958765e+01,4.389725875854492188e+01
3.099892055120817247e+01,4.355418395996093750e+01
3.114445538947675374e+01,4.561467361450195312e+01
3.128999022774533501e+01,4.968034362792968750e+01
3.143552506601391983e+01,4.407236099243164062e+01
3.158105990428250109e+01,4.513583374023437500e+01
3.172659474255108591e+01,4.267366409301757812e+01
3.187212958081966718e+01,4.287945175170898438e+01
3.201766441908824845e+01,4.644339370727539062e+01
3.216319925735683682e+01,4.321751785278320312e+01
3.230873409562541809e+01,4.682724380493164062e+01
3.245426893389399936e+01,4.496101379394531250e+01
3.259980377216258063e+01,4.508073806762695312e+01
3.274533861043116900e+01,4.734970474243164062e+01
3.289087344869975027e+01,4.370415878295898438e+01
3.303640828696833154e+01,4.642425155639648438e+01
3.318194312523691281e+01,4.432295608520507812e+01
3.332747796350550118e+01,4.333666610717773438e+01
3.347301280177408245e+01,4.154869079589843750e+01
3.361854764004266372e+01,4.344219970703125000e+01
3.376408247831124498e+01,4.226840209960937500e+01
3.390961731657983336e+01,3.820224380493164062e+01
3.405515215484841463e+01,3.617880630493164062e+01
3.420068699311699589e+01,4.038652420043945312e+01
3.434622183138557716e+01,4.434320449829101562e+01
3.449175666965415843e+01,4.189536666870117188e+01
3.463729150792274680e+01,4.115029144287109375e+01
3.478282634619132807e+01,4.590252304077148438e+01
3.492836118445990934e+01,4.376647567749023438e+01
3.507389602272849061e+01,4.090551376342773438e+01
3.521943086099707898e+01,3.920667266845703125e+01
3.536496569926566025e+01,4.074909210205078125e+01
3.551050053753424152e+01,4.247083282470703125e+01
3.565603537580282278e+01,4.517917633056640625e+01
3.580157021407141116e+01,4.608053588867187500e+01
3.594710505233999243e+01,4.223370742797851562e+01
3.609263989060857369e+01,4.106147003173828125e+01
3.623817472887715496e+01,3.869852828979492188e+01
3.638370956714574334e+01,3.799030685424804688e+01
3.652924440541432460e+01,3.970275497436523438e+01
3.667477924368290587e+01,4.115122985839843750e+01
3.682031408195148714e+01,3.929556655883789062e+01
3.696584892022007551e+01,4.152103424072265625e+01
3.711138375848865678e+01,4.396659851074218750e+01
3.725691859675723805e+01,2.215199470520019531e+01
