频率(Hz),功率谱密度
3.321056346510707158e+01,2.830173683166503906e+01
3.335371244556012016e+01,2.685170173645019531e+01
3.349686142601316874e+01,2.474675941467285156e+01
3.364001040646621732e+01,2.423733901977539062e+01
3.378315938691925879e+01,2.384949302673339844e+01
3.392630836737230737e+01,2.829422760009765625e+01
3.406945734782535595e+01,2.810900115966796875e+01
3.421260632827840453e+01,2.922402954101562500e+01
3.435575530873145311e+01,3.151439476013183594e+01
3.449890428918450169e+01,2.673069953918457031e+01
3.464205326963755027e+01,2.497947120666503906e+01
3.478520225009059885e+01,2.558701133728027344e+01
3.492835123054364033e+01,2.424428939819335938e+01
3.507150021099668891e+01,2.385495758056640625e+01
3.521464919144973749e+01,2.441890907287597656e+01
3.535779817190278607e+01,2.506786918640136719e+01
3.550094715235583465e+01,2.374661827087402344e+01
3.564409613280888323e+01,2.309283828735351562e+01
3.578724511326193181e+01,2.102047348022460938e+01
3.593039409371498039e+01,2.488230895996093750e+01
3.607354307416802186e+01,2.450887298583984375e+01
3.621669205462107044e+01,2.228764724731445312e+01
3.635984103507411902e+01,2.525588607788085938e+01
3.650299001552716760e+01,2.592973899841308594e+01
3.664613899598021618e+01,1.155489540100097656e+01
